Product,Model,Question, Answer ,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,epa / dha 함유량 문의,"1캡슐 기준, EPA 89mg, DHA 511mg 함유",,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,알티지 오메가가 무엇인가요?,알티지 오메가는 자연 상태와 유사한 지방분자구조로 오메가3 지방산의 체내흡수율을 높이고 순도를 높인 형태입니다..,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,초임계 공법이 무엇인지?,익스트림 알티지 오메가3는 저온 초임계 추출을 통해 높은 순도와 높은 생체이용률이 특징인 제품입니다.,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,오메가3의 순도는 몇%인지?,익스트림 알타지 오메가3 제품의 오메가 3의 순도는 70%입니다.,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,건강하게 생활하는 정상 체중인데도 먹어야 할까요?,"식생활 조절만으로는 혈중중성지질, 혈행 개선이 부족할 수 있기 때문에 오메가3를 섭취하는 것이 좋습니다.",,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,나이 많은 사람이 먹는게 좋은가요?,서구화된 식생활로 기름진 음식 섭취가 늘어났기 때문에 남녀노소 누구나 혈행 관리를 위해 드시면 좋습니다.,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,비린내가 심하진 않을까요?,오메가3 1200 제품은 비린내를 최소화하기 위하여 오렌지오일을 첨가하였습니다.,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,"가격이 부담돼서 복용량을 반으로 줄였는데, 효과가 없을까요?","익스트림 알티지 오메가3 제품은 2정 기준 오메가 1200mg 꾸준한 섭취를 권장드리고 있습니다. 복용량을 줄이실 경우 효과가 없는 건 아니지만, 효과가 반감될 수 있습니다.",,,,,,,,,,,,,,,,,,,
오메가,초임계 r-TG 오메가3 1200,칼마디와 같이 섭취 가능한가요?,"오메가3 1200 비타민D 50ug = 2000IU / 칼마디 100ug = 4000IU
합 비타민D 6000IU 입니다.
비타민D를 처음 섭취하거나 6개월이상 따로 섭취 안하신분은
매일 4000~6000IU 섭취하는 것을 권장드리고, 6개월~12개월동안 섭취하는 것을 권장드립니다.*추가 비타민D 고용량 섭취에 부담을 느끼신다면 비타민D가 함유되어있지 않은 '듀얼 오메가3'를 권해드립니다.",,,,,,,,,,,,,,,,,,,
성분,초임계 r-tg 오메가3 900,순도가 75%라던데 함량으로 계산해보면 70%도 안되는거 같습니다. 정말 75%가 맞는 지 문의입니다.,"1캡슐 중량 1,300mg 
ㄴ 오메가3 92.3077% 투입 = 1,300mg*0.923077 = 1,200mg
ㄴ 오메가3 순도 75% = 1,200mg*0.75 = 900mg",,,,,,,,,,,,,,,,,,,
오메가,초임계 r-tg 오메가3 900,"소비톨액, 땅콩오일, 팜유가 왜 함유되어있는지 및 암 환자가 섭취해도 괜찮은지 문의","캡슐에 D-소비톨액 / 비타민A에 땅콩오일 포함되어있고 팜유는 없습니다. 

특정질환이신 경우에는 섭취 전에 전문의(의사/약사)와 충분한 상담 후 섭취해주실것을 권장드립니다",,,,,,,,,,,,,,,,,,,
오메가,초임계 r-tg 오메가3 플러스,식물성인가요? 동물성인가요?,오메가3는 정제어유라 동물성,,,,,,,,,,,,,,,,,,,
오메가,초임계 r-tg 오메가3 플러스,오메가3 플러스 다른제품을 받았어요,"초임계 r-TG 오메가3 플러스 제품은 기존에 1일 1회 2정 섭취하는 60캡슐 제품이 맞으나, 
고객님들의 편의를 위해 1일 1회 1정 섭취로 리뉴얼되었습니다. 
현재는 30캡슐 제품으로만 출고되고 있으며, 상품명 수정이 아직 완료되지 않아 혼란을 드린 점 양해 부탁드립니다. 
해당 제품은 리뉴얼 전 제품으로 교환이 어려운 점 양해 부탁드리며, 제품 회수 후 반품 처리 도와드리겠습니다.",,,,,,,,,,,,,,,,,,,
콘드로이친,콘드로이친뮤코다당백,msm 함유량,뮤코다당백 콘드로이친이 들어있는 제품으로 MSM은 소량 함유되어 수치로 안내드리기 어려운 점 너른 양해 부탁드리겠습니다.,,,,,,,,,,,,,,,,,,,
마그네슘,트리플 마그네슘,"오전,오후 중 언제 섭취하는게 좋을까요?","마그네슘은 근육을 이완하고 숙면을 돕기 때문에 저녁에 복용하면 좋으며, 위산이 분비되야 마그네슘 흡수가 잘 되기 때문에 식후 30분 이내에 먹는 것이 좋습니다. 
따라서 아침,저녁 중 섭취를 고민중이시라면 저녁 식후 30분 이후 복용하는 것을 권장드립니다.",,,,,,,,,,,,,,,,,,,
마그네슘,트리플 마그네슘,어린이 섭취,마그네슘은 아이부터 어른까지 꼭 필요한 무기질이므로 정제를 섭취 하실 수 있는 남녀노소 모두 섭취가 가능합니다.,,,,,,,,,,,,,,,,,,,
마그네슘,트리플 마그네슘,중학생 섭취,"남성(15-18세) 마그네슘 권장섭취량 410mg
여성(15-18세) 마그네숨 권장섭취량 340mg
으로 섭취가능한 점 안내부탁드립니다, 식사 후 섭취 권장드리며, 섭취 후 복통이나 설사 발생할 경우 복용중단 권장드립니다.",,,,,,,,,,,,,,,,,,,
마그네슘,트리플 마그네슘,고령자 섭취,"남성(75세이상)은 마그네슘 권장섭취량은 370mg이고, 그 이상 섭취해도 수용성 영양소이기때문에 몸에서 사용하고 남으면 소변으로 배출되어 안심하시고 섭취하셔도 괜찮습니다.",,,,,,,,,,,,,,,,,,,
마그네슘,트리플 마그네슘,"산화마그네슘, 젖산 마그네슘, 글루콘산 마그네슘의 마그네슘 총량에 대한 각각의 퍼센테이지(%)","문의주신 트리플 마그네슘에 함유된 마그네슘 원료 중 산화마그네슘이 95% 이상이며,그 외 글루콘산 마그네슘과 젖산 마그네슘은 약 5% 미만 함유되어 있습니다.

마그네슘 함량 : 400mg
ㄴ 산화 마그네슘 : 394mg (98.5%)
ㄴ 글루콘산 마그네슘 2mg (0.5%)
ㄴ 젖산 마그네슘 : 4mg (1%)",,,,,,,,,,,,,,,,,,,
부작용,트리플 마그네슘,"설사 유발'등 혹 있을 수 있는 부작용을 알고 싶습니다. 보통 7~10일 정도 복용해보면 알 수도 있겠지만.. 
혹시라도 부작용이 날 경우 이틀에 한 번씩 복용해도 될까요?
제가 종아리가 땡김,묵직한 현상이 좀 생깁니다.제일 좋고 싼 것 같아 꾸준히 복용 요량으로 문의 드립니다.",고함량(하루 권장섭취량 보다 많은 양 )섭취하게 되는 경우에는 설사 등의 이상사례가 생길수 있습니다. 하루에 1정 권장량에 맞춰서 섭취해주시면 되는데 개인의 상황과 컨디션에 따라서 이틀에 한번씩 번갈아 드시는것도 좋습니다~,,,,,,,,,,,,,,,,,,,
성분,트리플 마그네슘,"1. 1일 섭취량 기준 당 함량 
2. 당뇨 약과 함께 섭취가능한지?","1일 섭취량(1정) 당 탄수화물 함량은 0g입니다. (0.5g 미만일 경우 0으로 표시 가능) 당류는 탄수화물 내에 포함되는 항목이므로 극소량 함유되어있다고 말씀드릴 수 있습니다. 
다만, 본 제품은 마그네슘이 400mg 함유되어있는 고함량 제품으로 일부 당뇨약물과 상호작용이 있을 수 있어 고객님의 상태와 처방받으신 약을 가장 잘 아는 주치의와 상담 후 섭취하는 것을 권장드립니다.",,,,,,,,,,,,,,,,,,,
성분,트리플 마그네슘,트리플 마그네슘 1일 권장섭취량 기준 칼슘 함량 문의,"안녕하세요, 트리플 마그네슘 내의 유청칼슘은 부원료로 극소량 함유되어있는 점 참고 부탁드립니다. (0.05mg 이하여서 굳이 오픈하지 않는 것이 좋을 듯 합니다)",,,,,,,,,,,,,,,,,,,
상품 문의,트리플 아르기닌 6200,신장이 안좋은 사람이 먹기에 신장에 무리가 갈 수 도 있나요?,신장 기능이 저하된 상태이거나 통풍 환자는 아르기닌 섭취에 주의해야합니다.,,,,,,,,,,,,,,,,,,,
섭취 문의,트리플 아르기닌 6200,청소년(만 15세) 섭취 가능한지 문의하십니다.,"청소년기에는 활동량이 많아 3~6g 섭취를 권장드립니다.
트리플 아르기닌 6200은 아르기닌 약 6g이 함유되어있어 섭취가 가능합니다.
섭취 후, 설사 및 복통 증상이 있으시다면 함량이 조금 더 낮은 트리플 아르기닌 5000을 추천드립니다.",,,,,,,,,,,,,,,,,,,
성분,트리플 아르기닌 6200,비타민A 함유량 및 이소티논과 함께 섭취해도 되는지?,"트리플 아르기닌 6200 제품에 비타민A 약 0.05mg로 극소량 함유되어있습니다.
이소티논과 함께 섭취해도 무방하오나, 걱정되시면 비타민이 함유되어있지 않은 트리플 아르기닌 5000을 추천드립니다~",,,,,,,,,,,,,,,,,,,
성분,트리플 아르기닌 6200 / 트리플 아르기닌 5000,라이신 성분 여부,라이신 함유 x,,,,,,,,,,,,,,,,,,,
성분,트리플 아르기닌 6200,엽산 함유량문의,"트리플 아르기닌 6200의 엽산은 부원료로 소량 함유되어 있습니다. 
본 제품은 체내흡수와 활력을 극대화 할 수 있는 L-아미노산이 5중 (아르기닌, 오르니틴, 카르니틴, 수박과피추출분말(시트룰린), 아스파트산) 배합된 제품인 점 참고 부탁드립니다",,,,,,,,,,,,,,,,,,,
성분 문의,트리플 아르기닌 6200,"트리플 아르기닌 6200 제품

익스트림 아르기닌 6200 제품은 기존 제품과 다른가요?
원래 제품은 수박과피추출물 50mg가 들었는데 이 제품은 수박 추출물 250mg로 나오네요.

수박과피추출물은 안들은 제품인가요?
수박추출물과 비교 부탁드립니다.","네고왕 아르기닌 6200 14포와 현재 온라인에서 판매중인 아르기닌6200은 동일한 상품이 맞습니다.
입수량만 다를뿐 성분은 모두 동일합니다. 
수박추출물 원료의 세부 명칭은 
*수박추출물(수박과피추출물 20%, 덱스트린 80%) 입니다 
따라서, 수박추출물 250mg =수박과피추출물 50mg 이고 이는 표기하는 방식만 다를 뿐
같은 성분이 포함된 것이 맞습니다",,,,,,,,,,,,,,,,,,,
성분 문의,트리플 아르기닌 6200,아르기닌 6200제품 맥아추출물이 얼마정도 함유되어 있나요?,맥아추출물 약 36mg 함유되어있습니다.,,,,,,,,,,,,,,,,,,,
아르기닌,트리플 아르기닌 6200,물에 희석하여 섭취해도 괜찮나요?,"익스트림 트리플 아르기닌 제품은 아르기닌 특유의 비린 맛을 잡기 위하여 4종 베리혼합농축액, 복분자딸기과즙분말, 석류농축분말을 배합하였기 때문에 부담없이 드실 수 있습니다. 
포째로 복용 하시거나 취향에 따라 물과 함께 희석하여 복용하셔도 좋습니다.",,,,,,,,,,,,,,,,,,,
아르기닌,트리플 아르기닌 6200,단백질 함유 여부 문의,"익스트림 트리플 아르기닌 6200 제품은 5가지 아미노산이(아르기닌, 카르니틴, 오르니틴, 시트룰린, 아스파트산) 포함되어있는 제품입니다. 
해당 원료들은 아미노산이기에 단백질이 영양성분으로 잡혀있으며, 1포당 약 6.5g의 단백질을 포함하고 있습니다.",,,,,,,,,,,,,,,,,,,
아르기닌,트리플 아르기닌 6200,자유형 아르기닌 인가요?,"익스트림 트리플 아르기닌 6200 제품은 자유형 아르기닌이 맞습니다! 나머지는 일반의약품(HCL)으로 건강식품으로 판매는 어려운 원료이며, 
저희는 부원료(카르니틴, 오르니틴, 시트룰린, 아스파트산)로 흡수율을 극대화하고, 아미노산 경쟁으로 흡수가 떨어지기 쉬운 아르기닌을 고함량으로 투입하여 제품의 퀄리티를 높였습니다.",,,,,,,,,,,,,,,,,,,
아르기닌,트리플 아르기닌 6200,타우린 함유량 문의,"익스트림 트리플 아르기닌 6200 제픔은 아르기닌, 오르니틴, 카르니틴, 시트룰린(수박과피), 아스파트산에 집중된 제품으로 타우린은 포함되어 있지 않습니다.",,,,,,,,,,,,,,,,,,,
아르기닌,트리플 아르기닌 6200,신배합 / 구배합 구분 방법,"로트번호 24070 이후로 신배합
신배합 제품이 조금 더 맛이 마일드해짐",,,,,,,,,,,,,,,,,,,
아르기닌,트리플 아르기닌 6200,이전과 다르게 맛이 연해졌어요,"개인차에 따라 다르게 느끼실수도 있고 보관방법에 따라서 미세하게 맛이 다를수도 있습니다. 아르기닌 원료 자체가 수분을 흡수하는 성질이 있기 때문에 
습한 환경에 보관하면 맛이 더 올라오고 강하게 느껴질수도 있습니다. 따라서 아르기닌은 직사광선을 피해 서늘한 곳에 보관하시는게 더 좋습니다~!

로트번호 24070 이후로 신배합

>> 신배합 제품이 조금 더 맛이 마일드해짐",,,,,,,,,,,,,,,,,,,
제품 비교 문의,트리플 아르기닌 6200,"해군 GS편의점(PX개념이라고함)에서 판매중인 익스트림 트리플 아르기닌 6200 제품과 
온라인에서 판매중인 제품과 패키지도 차이가 나고 
간혹 할인 및 2+1행사 같은걸 진행하는데 온라인 제품과 동일한 제품이 맞는지, 다르다면 어떤 점이 다른지 문의","해당 제품은 최근 리뉴얼 버전으로 온라인 제품과 주원료, 부원료 함량 동일합니다.

- 주원료 : L-아르기닌 6,200mg
- 부원료 : L-카르니틴 100mg, 오르니틴 100mg, L-아스파트산 100mg, 수박과피추출물 50mg

온라인 제품과 제조사가 달라 영양성분(칼로리 등)은 조금 다를 수 있는 점 안내부탁드립니다!

이 외에 기타 원료 정도의 차이일뿐 주원료/부원료는 동일합니다. 

(온라인) 아연, 엽산, 셀렌, 아미노산, 비타민, 당근,석류, 복분자딸기 
(오프라인) 아연, 엽산, 셀렌, 아미노산, 퀴노아배아발아분말, 석류, 복분자액기스, 타우린",,,,,,,,,,,,,,,,,,,
패키지,트리플 아르기닌 6200,1박스 기준 박스포함 무게,828.5g,,,,,,,,,,,,,,,,,,,
함유 문의,트리플 아르기닌 6200,"제품 성분 중 향료1, 향료2가 정확히 어떤 성분인지 문의하십니다.",천연라즈베리향 / 블루베리향,,,,,,,,,,,,,,,,,,,
성분 문의,팻버닝,1회 섭취시 크레아틴 함유량,"크레아틴이 극소량 함유되어있습니다. 1회 섭취시, 약 0.02mg 섭취가능합니다",,,,,,,,,,,,,,,,,,,
팻버닝,팻버닝,크레아틴 함유량이 어떻게 되나요?,익스트림 팻 버닝의 크레아틴은 소량 함유되어 있습니다. (참고) 1회 섭취량 기준 0.02mg입니다.,,,,,,,,,,,,,,,,,,,
팻버닝,팻버닝,L-카르니틴 함유량 궁금해요,익스트림 팻 버닝의 L-카르니틴은 소량 함유되어있습니다. (참고) 1회 섭취량 기준 0.02mg입니다.,,,,,,,,,,,,,,,,,,,
팻버닝,팻버닝,카페인 함유량이 궁금해요,"익스트림 팻 버닝 제품에는 과라나추출물 등의 직접적인 카페인 함량에 큰 영향을 주는 원료는 포함되어 있지 않으나 녹차에서 추출된 성분인 카테킨이 함유되어 있으며, 
카테킨은 소량의 카페인을 함유하고 있습니다.시험성적서 상 정확한 함량은 본 팻 버닝 제품 1kg당 905mg 이하의 카페인으로, 
1일 카테킨 섭취량 400mg(0.0004kg) 기준 매우 극소량의 카페인이 함유되어 있다는 점 참고 부탁드립니다.",,,,,,,,,,,,,,,,,,,
팻버닝,팻버닝,카테킨 성분이 궁금해요,"녹차에서 추출될 '카테킨' 성분이 함유된 체중 감량에 도움을 줄 수 있는 건강기능식품이며 카테킨의 원료 특성은 다음과 같습니다.
카테킨은 식물에 들어있는 플라보노이드 계열의 폴리페놀 화합물 일종으로, 녹차를 마실 때 나는 떫은맛의 주성분이다. 항산화 작용을 통해 유해 산소로부터 세포를 보호하고 세포의 노화를 방지한다.
이 밖에도 카테킨은 지방 흡수 억제 및 지방산 생성을 방해하고, 혈중 콜레스테롤 감소 기능을 하는데, 식품의약품안전처에서 인정하는 카테킨의 기능성은 아래와 같다.
1. 항산화에 도움을 줄 수 있음2. 체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개선에 도움을 줄 수 있음",,,,,,,,,,,,,,,,,,,
팻버닝,팻버닝,"가르시니아,잔티젠 성분과 같이 섭취 가능?","건강기능식품으로 같이 드셔도 무방하며, 부작용 실례는 없는 상황입니다.",,,,,,,,,,,,,,,,,,,
팻버닝,팻버닝,크레아틴 함유량,"익스트림 팻버닝 제품은 녹차추출물을 주원료로 항산화, 콜레스테롤, 체지방 감소에 도움을 주는 제품입니다. 크레아틴은 소량 함유되어 수치로 안내드리기 어려운 점 너른 양해 부탁드리겠습니다.",,,,,,,,,,,,,,,,,,,
함량,퍼스트펭귄 에너지드링크,1캔당 바이오페린 함량,바이오페린은 특허원료로서 흑후추의 피페린을 통해 에너지를 내주는 원료로서 알려져있습니다. 다만 맛이 강하기 때문에 배합은 극소량 첨가된 점 참고 부탁드립니다,,,,,,,,,,,,,,,,,,,
포터블 파우더 컨테이너,포터블 파우더 컨테이너,제품 용량 문의,150ml 내용량,,,,,,,,,,,,,,,,,,,
유산균,프로바이오틱스,여성 섭취 가능한가요?,"여성분들도 섭취가 가능합니다. 익스트림 프로바이오틱스 제품은 식약처로부터 인증을 받은 국내 최초 운동수행능력 향상에 도움을 줄 수 있는 개별인정형 기능성 원료가 사용 되었습니다.
또한 하루 1캡슐 당 투입균수가 아닌 생균 101억을 보장하며, 프로바이오틱스의 먹이가 되는 프리바이오틱스(부원료)가 함께 배합되어 장내 유익균 증식 및 유산균 활성에 도움을 줄 수 있습니다.
아침 공복에 1캡슐 간편하게 복용하실 수 있는 제품으로 여성분들에게도 정말 추천 드리고 있는 제품입니다.",,,,,,,,,,,,,,,,,,,
유산균,프로바이오틱스,보장균주 문의,"익스트림 프로바이오틱스 제품에는 TWK10(개별인정형원료) : 500억이상 투입 , HN019(고시형원료) : 10억이상 투입 되어 있어 총 합 510억 이상 투입 되었습니다!",,,,,,,,,,,,,,,,,,,
유산균,프로바이오틱스,장용성코팅,"프로바이오틱스 제품은 장용성코팅은 되어있지 않고, 소화가 잘되는 식물성 캡슐입니다.",,,,,,,,,,,,,,,,,,,
유산균,프로바이오틱스,하루 2정 섭취 문의,"하루 1정 섭취를 권장드리나 2정이상 섭취하셔도 괜찮습니다.
다만 2정 섭취시 부작용으로 복통 및 설사를 유발할 수 있으니 필요하신 경우엔 섭취량을 조절하시면 될 것 같습니다.

[추가 첨언 필요시 참고하여 응대]
첨언 드리면 실제로 개인마다 장에 서식하는 미생물 총량이 다르기 때문에 추가 섭취는 문제가 없습니다. 
쉽게 말하자면, 개인마다 장에 가지고있는 미생물의 총량이 다르기 때문에 다소 효과를 보는 사람과 보지못하는 사람들이 있을 수 있습니다. 
따라서 현재 보장균수 100억을 권장섭취하는데 2~300억도 좋아보입니다.

*참고) 타사 제품으로써는 저희와 다른 균주로 보장균수 1000억 짜리 제품도 있는점 참고 부탁드립니다.",,,,,,,,,,,,,,,,,,,
유산균,프로바이오틱스,유당 함유 여부 문의,프로바이오틱스 제품에는 유당이 함유되어있지 않습니다,,,,,,,,,,,,,,,,,,,
보관방법,하이드로 밀크씨슬 바나바,냉장보관 가능한가요?,"보관방법에 실온(1~30°C) 으로 적혀있어 냉장보관(4~5°C)안내드릴 수 있습니다. 얼지 않도록 유의 부탁드리며, 섭취전 충분히 흔드신 후 섭취 권장드립니다.",,,,,,,,,,,,,,,,,,,
성분 문의,하이드로 밀크씨슬 바나바,비타민 b군 함량 문의,"비타민B1, B2, B6 각각 0.2mg씩 함유되어있습니다.",,,,,,,,,,,,,,,,,,,
제품 추천,-,하지정맥류에 도움되는 제품,"코엔자임Q10, 오메가3, 루테인지아잔틴, 칼마디 추천드립니다 !",,,,,,,,,,,,,,,,,,,
스펙,스포츠 테이프(헬스 테이프),총 길이,"3cm 제품은 총 길이 3m 이며
5cm 제품은 4m 입니다",,,,,,,,,,,,,,,,,,,
성분,팻버닝,EGCG 함량,"팻 버닝 2정 섭취 기준 에피갈로카테킨갈레이트(EGCG) 약 260mg 함유되어있습니다. 
식약처에서는 EGCG의 일일섭취량을 300mg 이하로 제한하여 관리하고 있습니다.
즉 팻버닝 제품은 300mg 이하로 걱정없이 섭취 가능합니다.",,,,,,,,,,,,,,,,,,,
